year,publisher,title,genres,console,max_players,review_score,sales,price 
2008,Konami,Hellboy: The Science of Evil,Action,Sony PSP,1,42,0.04,14.95
2008,Microsoft,Gears of War 2,Action,X360,2,93,3.9,24.95
2008,Microsoft,Too Human,Action-Role,X360,1,65,0.35,14.95
2008,Microsoft,Viva Pi$?ata: Trouble in Paradise,Racing,X360,2,82,0.14,17.95
2008,Microsoft,Fable II,Role-Playing,X360,1,89,2.55,17.95
2008,Midway,Blitz: The League II,Action Sports,PlayStation 3,2,62,0.09,14.95
2008,Midway,TNA iMPACT!,Sports,PlayStation 3,4,64,0.21,12.95
2008,Midway,Mortal Kombat vs. DC Universe,Action,X360,2,72,0.98,24.95
2008,Midway,Unreal Tournament III,Action,X360,2,82,0.23,14.95
2008,Midway,Blitz: The League II,Action Sports,X360,2,68,0.07,12.95
2008,Midway,TNA iMPACT!,Sports,X360,4,62,0.26,14.95
2008,Namco,SoulCalibur IV,Action,X360,2,85,0.87,19.95
2008,Namco,Culdcept Saga,Strategy,X360,4,75,0.12,17.95
2008,Namco,SoulCalibur IV,Action,PlayStation 3,2,85,0.65,22.95
2008,Nintendo,Rhythm Heaven,Action,Nintendo DS,1,83,0.45,24.95
2008,Nintendo,The Legendary Starfy,Adventure,Nintendo DS,1,75,0.5,24.95
2008,Nintendo,Pokmon Ranger: Shadows of Almia,Action-Role,Nintendo DS,1,68,0.99,24.95
2008,Nintendo,Mystery Case Files: MillionHeir,Adventure,Nintendo DS,1,65,0.76,17.95
2008,Nintendo,Pokmon: Platinum Version,Adventure,Nintendo DS,1,83,2.86,27.95
2008,Nintendo,Fire Emblem: Shadow Dragon,Strategy,Nintendo DS,1,81,0.25,19.95
2008,Nintendo,Advance Wars: Days of Ruin,Strategy,Nintendo DS,4,86,0.43,17.95
2008,Nintendo,Super Smash Bros.: Brawl,Action,Nintendo Wii,6,93,5.71,39.95
2008,Nintendo,Mario Kart Wii,Racing,Nintendo Wii,4,82,12.39,29.95
2008,Nintendo,Animal Crossing: City Folk,Simulation,Nintendo Wii,1,73,1.78,29.95
2008,Rockstar,Grand Theft Auto IV,Open World,PlayStation 3,1,98,3.91,24.95
2008,Rockstar,Midnight Club: Los Angeles,Racing,PlayStation 3,1,82,1.09,22.95
2008,Rockstar,Grand Theft Auto IV,Open World,X360,1,98,5.76,24.95
2008,Rockstar,Midnight Club: Los Angeles,Racing,X360,1,81,1.15,22.95
2008,Sega,Sonic Chronicles: The Dark Brotherhood,Action-Role,Nintendo DS,1,74,0.52,17.95
2008,Sega,Sega Superstars Tennis,Sports,Nintendo DS,1,65,0.29,14.95
2008,Sega,Sonic Unleashed,Action,Nintendo Wii,1,66,1.09,17.95
2008,Sega,The House of the Dead 2 & 3 Return,Action,Nintendo Wii,2,66,0.74,17.95
2008,Sega,Samba de Amigo,Action,Nintendo Wii,2,68,0.4,12.95
2008,Sega,SEGA Bass Fishing,Sports,Nintendo Wii,1,59,0.34,17.95
2008,Sega,Iron Man,Action,PlayStation 3,1,42,0.33,17.95
2008,Sega,Viking: Battle for Asgard,Action,PlayStation 3,1,65,0.14,16.95
2008,Sega,The Club,Action,PlayStation 3,4,72,0.1,14.95
2008,Sega,Condemned 2: Bloodshot,Adventure,PlayStation 3,1,82,0.16,14.95
2008,Sega,Valkyria Chronicles,Role-Playing,PlayStation 3,1,86,0.65,24.95
2008,Sega,Sega Superstars Tennis,Sports,PlayStation 3,4,67,0.11,16.95
2008,Sega,Sonic Unleashed,Adventure,X360,1,60,0.41,17.95
2008,Sega,Universe at War: Earth Assault,Strategy,X360,1,66,0.07,14.95
2008,Sega,Sega Superstars Tennis,Sports,X360,4,67,1.84,9.95
2008,Sony,Resistance 2,Action,PlayStation 3,2,87,1.11,24.95
2008,Sony,LittleBigPlanet,Action,PlayStation 3,4,95,2.46,24.95
2008,Sony,MotorStorm: Pacific Rift,Open World,PlayStation 3,4,82,0.37,29.95
2008,Sony,Hot Shots Golf: Out of Bounds,Sports,PlayStation 3,4,81,0.3,34.95
2008,Sony,MLB 08: The Show,Sports,PlayStation 3,2,85,0.67,12.95
2008,Sony,Secret Agent Clank,Action,Sony PSP,1,72,0.05,23.95
2008,Sony,God of War: Chains of Olympus,Action,Sony PSP,1,91,1.54,17.95
2008,Sony,LocoRoco 2,Strategy,Sony PSP,1,85,0.17,11.95
2008,Sony,Patapon,Strategy,Sony PSP,1,86,0.3,17.95
2008,Sony,Hot Shots Golf: Open Tee 2,Sports,Sony PSP,1,82,0.19,14.95
2008,Sony,MLB 08: The Show,Sports,Sony PSP,1,83,0.33,14.95
2008,SquareEnix,Space Invaders Extreme,Action,Nintendo DS,1,85,0.11,16.95
2008,SquareEnix,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,Nintendo DS,1,84,0.12,29.95
2008,SquareEnix,Chrono Trigger,Role-Playing,Nintendo DS,2,92,0.51,17.95
2008,SquareEnix,Valkyrie Profile: Covenant of the Plume,Strategy,Nintendo DS,1,74,0.2,24.95
2008,SquareEnix,Space Invaders Extreme,Action,Sony PSP,1,84,0.05,16.95
2008,SquareEnix,Star Ocean: First Departure,Action-Role,Sony PSP,1,74,0.17,17.95
2008,SquareEnix,Infinite Undiscovery,Action-Role,X360,1,68,0.27,17.95
2008,SquareEnix,The Last Remnant,Role-Playing,X360,1,66,0.23,14.95
2008,THQ,Viva Pi$?ata: Pocket Paradise,Strategy,Nintendo DS,1,82,0.28,17.95
2008,THQ,De Blob,Action,Nintendo Wii,4,82,0.45,16.95
2008,THQ,Worms: A Space Oddity,Strategy,Nintendo Wii,4,64,0.05,17.95
2008,THQ,Saints Row 2,Open World,PlayStation 3,1,82,0.81,17.95
2008,THQ,Wall-E,Action,X360,4,50,0.27,14.95
2008,THQ,Frontlines: Fuel of War,Action,X360,1,75,0.35,14.95
2008,THQ,Saints Row 2,Open World,X360,1,81,1.39,17.95
2008,Ubisoft,Assassin's Creed: Altar's Chronicles,Action,Nintendo DS,1,58,0.03,11.95
2008,Ubisoft,Nitrobike,Open World,Nintendo Wii,4,49,0.12,14.95
2008,Ubisoft,Rayman Raving Rabbids TV Party,Open World,Nintendo Wii,4,73,0.74,17.95
2008,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,Action,PlayStation 3,2,81,0.67,24.95
2008,Ubisoft,Far Cry 2,Action,PlayStation 3,1,85,0.43,19.95
2008,Ubisoft,Prince of Persia,Action,PlayStation 3,1,85,0.48,17.95
2008,Ubisoft,MX vs. ATV Untamed,Educational,Sony PSP,1,59,0.27,16.95
2008,Ubisoft,Prince of Persia,Action,X360,1,81,0.53,16.95
2008,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,Action,X360,2,82,1.61,16.95
2008,Ubisoft,Far Cry 2,Action,X360,1,85,0.73,19.95
2008,Ubisoft,Shaun White Snowboarding,Sports,X360,1,60,0.47,14.95
